True_Class,Assigned_Class,Correct,Predicted_Score,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9
3,3,1,0.903269,0.000005,0.000000,0.000123,0.903269,0.000145,0.007039,0.000012,0.000039,0.088925,0.000443
0,0,1,0.987819,0.987819,0.000000,0.000286,0.000003,0.000000,0.004296,0.006998,0.000381,0.000215,0.000003
7,7,1,0.949325,0.000234,0.000000,0.000112,0.048057,0.002026,0.000000,0.000000,0.949325,0.000235,0.000011
0,0,1,0.987226,0.987226,0.000000,0.000688,0.000103,0.000000,0.000277,0.000168,0.000000,0.011537,0.000000
2,2,1,0.909884,0.005453,0.000000,0.909884,0.081553,0.000003,0.000108,0.000569,0.000000,0.002431,0.000000
9,9,1,0.566952,0.000002,0.000226,0.000035,0.013579,0.000002,0.000052,0.000000,0.364746,0.054406,0.566952
1,1,1,0.870655,0.000000,0.870655,0.004659,0.010611,0.000037,0.019055,0.004423,0.002954,0.070875,0.016731
7,7,1,0.981774,0.000000,0.000005,0.002906,0.006671,0.003693,0.000138,0.000001,0.981774,0.001130,0.003683
3,3,1,0.821584,0.000800,0.016630,0.000686,0.821584,0.000366,0.120037,0.000485,0.000007,0.039130,0.000275
2,2,1,0.784287,0.000173,0.183014,0.784287,0.000005,0.001838,0.012440,0.000382,0.008041,0.000721,0.009100
9,9,1,0.797708,0.000001,0.000835,0.000030,0.078319,0.020175,0.022456,0.000030,0.019045,0.061400,0.797708
7,7,1,0.987034,0.000001,0.000000,0.000001,0.000114,0.000002,0.000023,0.000000,0.987034,0.003864,0.008961
7,7,1,0.551075,0.000002,0.000000,0.000029,0.002369,0.001953,0.006554,0.000024,0.551075,0.000231,0.437764
6,6,1,0.935986,0.005191,0.000000,0.044733,0.000008,0.003301,0.010211,0.935986,0.000003,0.000499,0.000069
2,2,1,0.992905,0.001031,0.000000,0.992905,0.000382,0.000006,0.000004,0.000462,0.000000,0.005210,0.000000
7,7,1,0.942622,0.000014,0.000000,0.000033,0.002001,0.000603,0.004427,0.000000,0.942622,0.000104,0.050196
8,8,1,0.686305,0.000689,0.000122,0.000634,0.000063,0.011033,0.297852,0.000373,0.000015,0.686305,0.002914
4,4,1,0.897281,0.000057,0.000000,0.000000,0.000411,0.897281,0.000357,0.000868,0.000003,0.084869,0.016155
7,7,1,0.989451,0.000000,0.000002,0.001657,0.001249,0.000036,0.000084,0.000001,0.989451,0.002762,0.004759
3,3,1,0.902201,0.000059,0.000000,0.000003,0.902201,0.012245,0.067397,0.009706,0.008184,0.000202,0.000003
6,6,1,0.989890,0.000007,0.000000,0.009437,0.000003,0.000635,0.000002,0.989890,0.000000,0.000008,0.000017
1,1,1,0.925086,0.000008,0.925086,0.032895,0.013386,0.001097,0.002954,0.006743,0.000095,0.016624,0.001111
3,3,1,0.956656,0.008982,0.000302,0.000373,0.956656,0.000014,0.027003,0.000000,0.000106,0.006176,0.000387
6,6,1,0.987748,0.000000,0.000034,0.008101,0.000081,0.001106,0.000901,0.987748,0.000000,0.001960,0.000068
9,9,1,0.575317,0.000463,0.007254,0.018534,0.002144,0.234592,0.035382,0.001288,0.101739,0.023288,0.575317
3,3,1,0.983925,0.000199,0.000003,0.000022,0.983925,0.000001,0.010318,0.000000,0.001021,0.003268,0.001244
1,1,1,0.749645,0.000000,0.749645,0.009655,0.011233,0.000792,0.005215,0.006687,0.000173,0.214981,0.001619
4,4,1,0.856680,0.000021,0.000000,0.000005,0.000000,0.856680,0.000001,0.115682,0.000020,0.002633,0.024959
1,1,1,0.745599,0.000000,0.745599,0.002759,0.116872,0.005416,0.051687,0.004048,0.059091,0.008237,0.006290
7,7,1,0.944094,0.000000,0.000166,0.047905,0.005281,0.000018,0.000022,0.001161,0.944094,0.000983,0.000369
6,6,1,0.685281,0.015883,0.000021,0.041595,0.000009,0.000107,0.256794,0.685281,0.000000,0.000310,0.000000
9,9,1,0.889561,0.000002,0.000000,0.000551,0.000039,0.011359,0.000001,0.000022,0.075919,0.022547,0.889561
6,6,1,0.945811,0.000108,0.047779,0.005531,0.000072,0.000032,0.000001,0.945811,0.000109,0.000282,0.000275
0,0,1,0.904060,0.904060,0.000003,0.002403,0.000044,0.000046,0.026550,0.000021,0.000350,0.058163,0.008360
5,5,1,0.938219,0.000002,0.000000,0.000000,0.008138,0.000436,0.938219,0.000000,0.002122,0.050060,0.001025
4,4,1,0.994744,0.000269,0.000000,0.001167,0.000343,0.994744,0.001179,0.000689,0.000032,0.000034,0.001543
9,9,1,0.916926,0.000045,0.000002,0.000917,0.004191,0.006385,0.065179,0.000333,0.001058,0.004963,0.916926
9,9,1,0.940476,0.000024,0.000000,0.000250,0.000279,0.044062,0.001561,0.000122,0.012394,0.000833,0.940476
2,2,1,0.979078,0.004163,0.000000,0.979078,0.008175,0.000208,0.000054,0.000188,0.000000,0.008133,0.000002
1,1,1,0.842015,0.019916,0.842015,0.016532,0.023510,0.000022,0.023106,0.010039,0.000112,0.060526,0.004223
9,9,1,0.727660,0.000002,0.000007,0.000001,0.018270,0.168474,0.051236,0.000256,0.000723,0.033370,0.727660
4,4,1,0.850990,0.000288,0.000006,0.005053,0.000033,0.850990,0.000294,0.002160,0.096638,0.001864,0.042673
8,8,1,0.749237,0.000542,0.006161,0.004145,0.231105,0.000035,0.008565,0.000118,0.000000,0.749237,0.000091
7,7,1,0.414023,0.000001,0.398463,0.018596,0.070786,0.000093,0.000651,0.000018,0.414023,0.010057,0.087312
3,3,1,0.873091,0.001114,0.000190,0.001075,0.873091,0.000047,0.089192,0.000103,0.000184,0.032092,0.002912
9,9,1,0.972196,0.000000,0.000012,0.000141,0.000233,0.007216,0.000020,0.000105,0.009242,0.010835,0.972196
7,7,1,0.780427,0.000001,0.000358,0.128058,0.002074,0.008547,0.000036,0.000596,0.780427,0.001482,0.078422
4,4,1,0.706696,0.000145,0.002782,0.014720,0.000088,0.706696,0.002500,0.066067,0.000594,0.022616,0.183791
4,4,1,0.771029,0.000001,0.000558,0.003544,0.015763,0.771029,0.010418,0.011943,0.011886,0.109255,0.065603
4,4,1,0.934683,0.002085,0.000000,0.001493,0.000056,0.934683,0.000026,0.021419,0.000020,0.008699,0.031519
9,9,1,0.781688,0.000069,0.000222,0.002999,0.000200,0.154178,0.002416,0.000204,0.046314,0.011710,0.781688
2,2,1,0.484255,0.001866,0.000000,0.484255,0.000033,0.000942,0.026869,0.006006,0.185999,0.240197,0.053833
5,5,1,0.715803,0.000213,0.000000,0.000011,0.206586,0.001728,0.715803,0.000112,0.000000,0.075064,0.000482
4,4,1,0.652061,0.006490,0.000001,0.161435,0.000001,0.652061,0.000071,0.032233,0.017961,0.062637,0.067111
7,7,1,0.873078,0.000002,0.000511,0.010037,0.070925,0.036132,0.006316,0.000357,0.873078,0.000400,0.002241
6,6,1,0.965362,0.000007,0.028887,0.002652,0.000240,0.001586,0.001054,0.965362,0.000010,0.000080,0.000123
7,4,0,0.514490,0.000000,0.000000,0.000000,0.012310,0.514490,0.000000,0.000002,0.154999,0.301058,0.017142
9,9,1,0.760614,0.000001,0.044852,0.027850,0.001560,0.086143,0.000083,0.001080,0.000769,0.077047,0.760614
0,0,1,0.564367,0.564367,0.000000,0.090025,0.331413,0.000002,0.009742,0.000020,0.004139,0.000136,0.000156
5,5,1,0.949771,0.004538,0.000054,0.000092,0.000073,0.007137,0.949771,0.000020,0.000000,0.038288,0.000029
8,8,1,0.938597,0.000000,0.000000,0.000026,0.031800,0.000014,0.007565,0.000000,0.000014,0.938597,0.021984
5,5,1,0.962271,0.003253,0.000007,0.000226,0.003473,0.006664,0.962271,0.000003,0.000002,0.021706,0.002396
6,6,1,0.968102,0.000004,0.000000,0.000936,0.000001,0.013367,0.000343,0.968102,0.000000,0.016049,0.001198
6,6,1,0.989392,0.000128,0.000000,0.005272,0.000000,0.000675,0.001621,0.989392,0.000000,0.002801,0.000112
5,5,1,0.769547,0.000144,0.000000,0.000542,0.025087,0.000002,0.769547,0.007367,0.000000,0.197284,0.000029
7,7,1,0.625591,0.000065,0.000000,0.366502,0.000351,0.006244,0.000000,0.000002,0.625591,0.001223,0.000022
8,8,1,0.980293,0.000012,0.000762,0.003109,0.003301,0.000016,0.012309,0.000017,0.000000,0.980293,0.000181
1,1,1,0.872803,0.000001,0.872803,0.009183,0.029528,0.000005,0.002274,0.003115,0.000785,0.063789,0.018516
0,0,1,0.846462,0.846462,0.000000,0.031035,0.000399,0.000020,0.068006,0.000587,0.000047,0.053062,0.000382
1,1,1,0.850249,0.000067,0.850249,0.020706,0.034128,0.000005,0.000910,0.002500,0.000125,0.087342,0.003968
6,6,1,0.996219,0.000010,0.000000,0.002865,0.000010,0.000695,0.000012,0.996219,0.000001,0.000179,0.000009
4,4,1,0.715173,0.000121,0.000000,0.007625,0.000000,0.715173,0.000016,0.004634,0.035187,0.168796,0.068448
6,6,1,0.908159,0.007308,0.000186,0.023905,0.000234,0.014540,0.042451,0.908159,0.000025,0.003098,0.000094
7,7,1,0.986057,0.000030,0.000000,0.000286,0.013322,0.000003,0.000001,0.000000,0.986057,0.000077,0.000222
3,3,1,0.789951,0.000015,0.000000,0.182241,0.789951,0.011955,0.000225,0.000000,0.009344,0.005847,0.000420
1,1,1,0.881655,0.000004,0.881655,0.035162,0.016557,0.000105,0.006080,0.013198,0.008528,0.016513,0.022197
7,7,1,0.770295,0.000003,0.000000,0.045875,0.000278,0.004022,0.000046,0.000008,0.770295,0.000797,0.178674
1,1,1,0.908208,0.000003,0.908208,0.003218,0.014439,0.000490,0.019495,0.026451,0.009759,0.014787,0.003150
8,8,1,0.925586,0.000051,0.000022,0.039352,0.000072,0.006099,0.007148,0.000056,0.000063,0.925586,0.021550
2,2,1,0.996689,0.000013,0.000000,0.996689,0.003166,0.000056,0.000039,0.000010,0.000000,0.000027,0.000000
0,0,1,0.862564,0.862564,0.000002,0.007610,0.000571,0.000029,0.112273,0.002966,0.000018,0.012179,0.001788
2,9,0,0.813352,0.000036,0.035473,0.031186,0.004342,0.099231,0.005463,0.007382,0.000750,0.002786,0.813352
9,9,1,0.871459,0.000156,0.000005,0.001686,0.002581,0.107101,0.003733,0.001077,0.000464,0.011737,0.871459
9,8,0,0.519629,0.007334,0.000000,0.100770,0.020478,0.000159,0.000988,0.000000,0.000056,0.519629,0.350585
5,5,1,0.974266,0.000575,0.000000,0.000073,0.000000,0.019725,0.974266,0.000001,0.000034,0.004720,0.000607
5,5,1,0.691132,0.001824,0.001928,0.003222,0.070133,0.000405,0.691132,0.000726,0.000194,0.122679,0.107757
1,1,1,0.845966,0.000002,0.845966,0.013223,0.019020,0.005016,0.007841,0.011692,0.043092,0.001199,0.052949
5,5,1,0.828174,0.000483,0.000009,0.000001,0.000005,0.096401,0.828174,0.069108,0.000000,0.005814,0.000004
6,6,1,0.989605,0.000042,0.000000,0.001398,0.000002,0.008073,0.000250,0.989605,0.000157,0.000020,0.000454
0,0,1,0.869786,0.869786,0.000001,0.012046,0.000126,0.000089,0.026558,0.028359,0.013267,0.004205,0.045563
3,3,1,0.789998,0.017592,0.000341,0.189175,0.789998,0.000000,0.001175,0.000189,0.001528,0.000002,0.000000
4,4,1,0.767137,0.000400,0.076269,0.002012,0.005391,0.767137,0.008446,0.004779,0.010577,0.000727,0.124262
4,4,1,0.907703,0.000000,0.000940,0.020709,0.000829,0.907703,0.000969,0.007171,0.000249,0.058001,0.003427
6,6,1,0.959455,0.031356,0.000008,0.003819,0.000769,0.001693,0.002884,0.959455,0.000000,0.000010,0.000006
5,5,1,0.917781,0.002760,0.000000,0.000166,0.002755,0.000005,0.917781,0.000000,0.000000,0.076530,0.000003
4,4,1,0.914571,0.000298,0.000000,0.000006,0.000597,0.914571,0.000008,0.000506,0.060803,0.000993,0.022218
6,6,1,0.906128,0.000026,0.000000,0.039589,0.000011,0.047014,0.000004,0.906128,0.000369,0.005759,0.001099
5,5,1,0.778707,0.000278,0.000000,0.000028,0.069681,0.000073,0.778707,0.004917,0.000000,0.146265,0.000051
4,4,1,0.713376,0.001654,0.000002,0.011498,0.000004,0.713376,0.000110,0.000681,0.134244,0.036844,0.101587
5,5,1,0.851672,0.000672,0.000053,0.000789,0.022131,0.119942,0.851672,0.003238,0.000235,0.000986,0.000284
1,1,1,0.928903,0.000000,0.928903,0.009061,0.010736,0.000027,0.015332,0.013595,0.001735,0.015884,0.004727
4,4,1,0.874100,0.000702,0.000006,0.000229,0.004493,0.874100,0.030717,0.001517,0.001328,0.010124,0.076783
4,4,1,0.820593,0.001529,0.001525,0.004295,0.002592,0.820593,0.101969,0.001851,0.001337,0.011691,0.052618
7,7,1,0.894099,0.000025,0.000023,0.077930,0.020640,0.000000,0.000000,0.000000,0.894099,0.001289,0.005994
2,2,1,0.890365,0.050198,0.000045,0.890365,0.011538,0.000000,0.031902,0.000002,0.000000,0.015949,0.000000
3,3,1,0.806515,0.068037,0.000674,0.000112,0.806515,0.012506,0.107350,0.000050,0.002249,0.001387,0.001121
2,2,1,0.965101,0.000088,0.000819,0.965101,0.001301,0.000787,0.000018,0.003572,0.000018,0.028171,0.000124
7,7,1,0.614670,0.000336,0.093910,0.013109,0.058262,0.006824,0.105422,0.000664,0.614670,0.002626,0.104177
1,1,1,0.848454,0.000003,0.848454,0.018539,0.024092,0.000068,0.048765,0.010840,0.018744,0.005210,0.025284
8,8,1,0.908439,0.000845,0.000023,0.013766,0.007822,0.030537,0.014353,0.001169,0.002122,0.908439,0.020923
1,1,1,0.928382,0.000000,0.928382,0.010605,0.028171,0.000106,0.002854,0.002185,0.003700,0.006149,0.017848
8,8,1,0.952180,0.000025,0.001626,0.017576,0.001860,0.000001,0.026119,0.000606,0.000001,0.952180,0.000007
1,1,1,0.866402,0.000003,0.866402,0.005698,0.065416,0.000478,0.002495,0.000814,0.021496,0.003290,0.033908
8,8,1,0.960968,0.000001,0.000191,0.018745,0.010154,0.000025,0.002394,0.007409,0.000000,0.960968,0.000111
5,5,1,0.861588,0.001638,0.001358,0.002810,0.012478,0.007119,0.861588,0.000562,0.000025,0.107563,0.004859
0,0,1,0.994584,0.994584,0.000000,0.000037,0.000644,0.000000,0.000011,0.004201,0.000000,0.000523,0.000000
8,8,1,0.953448,0.001007,0.000205,0.001695,0.025655,0.001674,0.011280,0.004862,0.000000,0.953448,0.000173
9,9,1,0.629639,0.000085,0.000000,0.001023,0.000005,0.299137,0.000004,0.007793,0.000397,0.061916,0.629639
2,2,1,0.582448,0.000077,0.000012,0.582448,0.382615,0.000000,0.000010,0.000138,0.000000,0.034699,0.000000
5,5,1,0.692413,0.001242,0.000000,0.028092,0.228559,0.000059,0.692413,0.000002,0.000005,0.038240,0.011389
0,0,1,0.975862,0.975862,0.000000,0.000019,0.000000,0.000000,0.000014,0.000000,0.000013,0.024087,0.000004
1,1,1,0.830504,0.000011,0.830504,0.017691,0.071632,0.002929,0.047216,0.009803,0.009953,0.006623,0.003638
1,1,1,0.790560,0.000009,0.790560,0.014662,0.008439,0.000085,0.000039,0.000147,0.018762,0.152454,0.014843
1,1,1,0.780512,0.000001,0.780512,0.006938,0.050989,0.003872,0.134501,0.009170,0.000394,0.012460,0.001164
0,0,1,0.954139,0.954139,0.000000,0.001552,0.001393,0.000639,0.042160,0.000031,0.000001,0.000066,0.000019
9,3,0,0.460116,0.000008,0.000001,0.002327,0.460116,0.134039,0.009586,0.002462,0.052435,0.027008,0.312019
0,0,1,0.964651,0.964651,0.000000,0.000958,0.004198,0.000023,0.014358,0.000001,0.001466,0.008296,0.006049
3,5,0,0.547192,0.000000,0.104591,0.027770,0.267389,0.006390,0.547192,0.005331,0.003023,0.022898,0.015415
1,1,1,0.747633,0.000000,0.747633,0.005516,0.010703,0.000027,0.004163,0.065909,0.000836,0.142051,0.023161
6,6,1,0.939692,0.000344,0.000001,0.013735,0.000190,0.001455,0.002200,0.939692,0.000000,0.042161,0.000222
4,4,1,0.839396,0.000005,0.000002,0.002554,0.005933,0.839396,0.042273,0.000038,0.033415,0.032571,0.043813
2,2,1,0.943359,0.000009,0.000001,0.943359,0.019798,0.000000,0.000002,0.000011,0.000000,0.036761,0.000060
3,3,1,0.938759,0.001742,0.000000,0.056714,0.938759,0.000000,0.001664,0.000000,0.000000,0.001121,0.000000
6,6,1,0.993599,0.002498,0.000000,0.003890,0.000000,0.000005,0.000000,0.993599,0.000000,0.000007,0.000000
1,1,1,0.856082,0.000349,0.856082,0.030178,0.022954,0.001584,0.007645,0.000525,0.028285,0.050195,0.002202
1,1,1,0.898642,0.000006,0.898642,0.003580,0.023103,0.000491,0.025788,0.015696,0.013473,0.003058,0.016162
1,1,1,0.916798,0.000013,0.916798,0.031525,0.009563,0.003525,0.009158,0.008281,0.009058,0.009310,0.002769
3,3,1,0.907548,0.000104,0.001362,0.000738,0.907548,0.000849,0.064830,0.000862,0.000051,0.006608,0.017048
9,9,1,0.703396,0.000000,0.000000,0.000001,0.000082,0.004349,0.053417,0.000001,0.000429,0.238325,0.703396
5,5,1,0.930862,0.006330,0.000000,0.000035,0.032911,0.000763,0.930862,0.000686,0.006215,0.020857,0.001341
2,2,1,0.985628,0.000662,0.000025,0.985628,0.000040,0.000984,0.000027,0.002507,0.000000,0.010103,0.000024
9,9,1,0.896600,0.000000,0.000038,0.000000,0.006145,0.015781,0.055098,0.000025,0.000423,0.025889,0.896600
4,4,1,0.900567,0.000847,0.000000,0.000045,0.003500,0.900567,0.054116,0.001194,0.029533,0.001704,0.008495
5,7,0,0.492051,0.019219,0.000014,0.000108,0.001369,0.008878,0.446458,0.000000,0.492051,0.003495,0.028408
9,9,1,0.950118,0.000000,0.000042,0.000015,0.016513,0.000850,0.027910,0.000134,0.004200,0.000217,0.950118
3,3,1,0.784025,0.000013,0.021798,0.026313,0.784025,0.000990,0.004517,0.000007,0.004037,0.009130,0.149169
9,9,1,0.861538,0.000000,0.000001,0.000717,0.006590,0.066601,0.001343,0.000013,0.000403,0.062793,0.861538
0,0,1,0.971699,0.971699,0.000000,0.010436,0.000231,0.000266,0.013758,0.000062,0.000808,0.002213,0.000528
3,3,1,0.895646,0.000062,0.000003,0.006609,0.895646,0.000534,0.001007,0.000001,0.002167,0.005387,0.088583
6,5,0,0.783716,0.002535,0.000104,0.000035,0.000013,0.017091,0.783716,0.174214,0.000000,0.022292,0.000000
5,5,1,0.536381,0.001561,0.000066,0.000636,0.033881,0.008094,0.536381,0.000000,0.406240,0.012995,0.000145
5,5,1,0.719432,0.005934,0.000000,0.000010,0.268903,0.000086,0.719432,0.000000,0.000013,0.000914,0.004707
7,7,1,0.785811,0.000035,0.000000,0.000005,0.000828,0.000338,0.017345,0.000000,0.785811,0.000708,0.194929
2,2,1,0.798310,0.030670,0.000000,0.798310,0.162575,0.000067,0.000027,0.007017,0.000016,0.000940,0.000378
2,2,1,0.998225,0.001731,0.000000,0.998225,0.000000,0.000000,0.000001,0.000002,0.000000,0.000040,0.000000
7,7,1,0.934142,0.000017,0.000000,0.000694,0.001588,0.000006,0.000138,0.000000,0.934142,0.000073,0.063341
1,1,1,0.745579,0.000291,0.745579,0.069265,0.025628,0.023034,0.108432,0.004966,0.014394,0.006160,0.002251
2,2,1,0.952613,0.007335,0.000002,0.952613,0.026263,0.000194,0.002328,0.000000,0.000000,0.011265,0.000000
8,8,1,0.903108,0.000000,0.000035,0.000256,0.088954,0.000314,0.005741,0.000019,0.001472,0.903108,0.000101
